external-hard-drive,cpu,wired-network-card,webcam,internal-hard-drive,case-accessory,memory,case,headphones,keyboard,fan-controller,optical-drive,os,sound-card,mouse,wireless-network-card,thermal-paste,speakers,power-supply,video-card,cpu-cooler,ups,motherboard,case-fan,monitor
,,,,Western Digital Blue UltraSlim,,TEAMGROUP T-Force Delta RGB 16 GB,Aerocool Aero-800,,,,,,,,,,,,HIS H795QMC3G2M,,,,,
,,,,Seagate Nytro Enterprise,,TEAMGROUP T-Force Delta RGB 64 GB,Silverstone ML08,,,,,,,,,,,,MSI N660TI-2GD5/OC,,,,,
,,,,Seagate Nytro Enterprise,,TEAMGROUP T-Force Delta RGB 64 GB,Silverstone ML08,,,,,,,,,,,,PowerColor AX7850 1GBD5-DH,,,,,
,,,,Seagate Nytro Enterprise,,TEAMGROUP T-Force Delta RGB 16 GB,Logisys CS136BK,,,,,,,,,,,,PowerColor AX7970 3GBD5-2DH,,,,,
,,,,Seagate Nytro Enterprise,,G.Skill Trident Z5 RGB 64 GB,be quiet! Silent Base 600,,,,,,,,,,,,Sapphire 100354OCL,,,,,
,,,,Seagate Nytro Enterprise,,G.Skill Trident Z5 RGB 32 GB,Rosewill WolfStone,,,,,,,,,,,,Sapphire 100358FLEX,,,,,
,,,,Seagate Nytro Enterprise,,Kingston Server Premier 32 GB,Raidmax EXO,,,,,,,,,,,,Sparkle 700003,,,,,
,,,,Seagate 1200.2,,ADATA XPG GAMMIX D20 8 GB,DIYPC Futurus,,,,,,,,,,,,Sparkle 700005,,,,,
,,,,Seagate Nytro Enterprise,,V-Color XSky RGB 32 GB,DIYPC Futurus,,,,,,,,,,,,Sparkle 700006,,,,,
,,,,Seagate Nytro Enterprise,,V-Color XSky RGB 32 GB,SHARKOON CA-I,,,,,,,,,,,,Sparkle 700007,,,,,
,,,,Seagate Nytro Enterprise,,ADATA XPG Z1 16 GB,RAIJINTEK STYX,,,,,,,,,,,,Sparkle 700008,,,,,
,,,,Seagate Enterprise Performance,,Lexar Hades RGB 16 GB,RAIJINTEK STYX,,,,,,,,,,,,Sparkle 700009,,,,,
,,,,Seagate Enterprise Performance,,Lexar Hades OC 32 GB,Aerocool GT-RS,,,,,,,,,,,,XFX FX-785A-CDBC,,,,,
,,,,Seagate Nytro Enterprise,,Lexar Hades OC 16 GB,Silverstone RVX01,,,,,,,,,,,,XFX Core Edition,,,,,
,,,,Patriot Scorch,,TEAMGROUP T-Force Vulcan 16 GB,Lian Li PC-Q21,,,,,,,,,,,,XFX Core Edition,,,,,
,,,,Plextor S2G,,TEAMGROUP T-Force Delta RGB 16 GB,RAIJINTEK AGOS,,,,,,,,,,,,Zotac ZT-50404-10L,,,,,
,,,,Plextor M8VG,,TEAMGROUP T-Force Dark Za 64 GB,Apevia X-Pioneer,,,,,,,,,,,,Zotac ZT-60303-10P,,,,,
,,,,Plextor M8VC,,TEAMGROUP Elite 32 GB,Apevia X-Pioneer,,,,,,,,,,,,Zotac AMP,,,,,
,,,,Plextor M8VG,,TEAMGROUP Elite 64 GB,DIYPC Silence,,,,,,,,,,,,Sapphire 11197-12-40G,,,,,
,,,,Lexar NS200,,TEAMGROUP Elite 8 GB,Lian Li PC-V33,,,,,,,,,,,,MSI R7950-2PMD3GD5,,,,,
,,,,Seagate IronWolf NAS,,TEAMGROUP T-Force Xtreem ARGB 16 GB,Lian Li PC-V33,,,,,,,,,,,,HIS H797QMC3G2M,,,,,
,,,,Seagate IronWolf NAS,,TEAMGROUP T-Force Xtreem 16 GB,Sentey BX1-4284 Plus,,,,,,,,,,,,Asus HD7950-DC2-3GD5-V2,,,,,
,,,,Western Digital Ultrastar,,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,Lian Li PC-Q04,,,,,,,,,,,,Sapphire 100354XTL,,,,,
,,,,TEAMGROUP T-Force Cardea,,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,Lian Li PC-Q04,,,,,,,,,,,,Sapphire 100357-2GL,,,,,
,,,,Seagate Enterprise Capacity,,ADATA XPG SPECTRIX D50 16 GB,Silverstone PS12B,,,,,,,,,,,,Sapphire 100358OCL,,,,,
,,,,Seagate Enterprise Capacity,,ADATA XPG SPECTRIX D50 32 GB,Lian Li PC-TU300,,,,,,,,,,,,Sapphire 11196-00-20G,,,,,
,,,,Seagate Enterprise Capacity,,ADATA XPG SPECTRIX D50 16 GB,Antec P380,,,,,,,,,,,,Club 3D CGAX-7876XT,,,,,
,,,,Toshiba HDEPR11GEA51,,PNY XLR8 Gaming EPIC-X RGB 64 GB,Antec Three Hundred U3,,,,,,,,,,,,Zotac ZT-60902-10M,,,,,
,,,,Toshiba HDEPR13GEA51,,Mushkin Redline 64 GB,DIYPC DIY-BJ03,,,,,,,,,,,,Sparkle 700025,,,,,
,,,,Seagate IronWolf NAS,,Mushkin Redline 32 GB,DIYPC DIY-E68,,,,,,,,,,,,XFX FX797ATDJC,,,,,
,,,,Patriot VPN100,,Mushkin Redline 16 GB,DIYPC F1,,,,,,,,,,,,Sparkle 700026,,,,,
,,,,Toshiba MG04ACA200N,,Mushkin Redline 64 GB,DIYPC G580,,,,,,,,,,,,Diamond 7850PE52GV,,,,,
,,,,VisionTek PRO,,Mushkin Silverline 64 GB,DIYPC M89,,,,,,,,,,,,Diamond 7870PE52GV,,,,,
,,,,VisionTek PRO2,,G.Skill Trident Z 32 GB,DIYPC P28,,,,,,,,,,,,HIS H775QNT1G2M,,,,,
,,,,SanDisk X600,,G.Skill Ripjaws V 128 GB,DIYPC Ranger-R5,,,,,,,,,,,,MSI GTX 650_N650-2GD5_OC,,,,,
,,,,Toshiba HDETR11,,G.Skill Ripjaws V 16 GB,DIYPC Skyline-08,,,,,,,,,,,,MSI R7870-2GD5T/OC,,,,,
,,,,Seagate SkyHawk AI,,G.Skill Sniper X 32 GB,DIYPC Zetta,,,,,,,,,,,,PNY VCGGTX650XPB,,,,,
,,,,Toshiba HDETS10,,G.Skill Trident Z RGB 64 GB,DIYPC Zetta,,,,,,,,,,,,MSI R6670-MD2GD3v2,,,,,
,,,,Hitachi Ultrastar He10,,G.Skill Trident Z RGB 128 GB,DIYPC DIY-M6,,,,,,,,,,,,PowerColor AX7750 2GBK3-H,,,,,
,,,,Hitachi Ultrastar He10,,G.Skill Trident Z RGB 16 GB,Apevia X-EnerQ,,,,,,,,,,,,PNY VCGGTX680XPB-CG,,,,,
,,,,SanDisk X600,,G.Skill F4-3200C15Q2-128GTZ 128 GB,Apevia X-EnerQ,,,,,,,,,,,,Sparkle 700002,,,,,
,,,,SanDisk CloudSpeed Ultra Gen. II,,G.Skill F4-3200C16D-16GTZKY 16 GB,Apevia X-EnerQ,,,,,,,,,,,,Sparkle 700021,,,,,
,,,,Mushkin RAW,,G.Skill F4-3200C16Q2-64GTZB 64 GB,Enermax ECA3291A,,,,,,,,,,,,Sparkle 700022,,,,,
,,,,VisionTek PRO2,,G.Skill Ripjaws 4 8 GB,Apevia X-Qber,,,,,,,,,,,,Sapphire 11199-20-20G,,,,,
,,,,VisionTek PRO2,,G.Skill Ripjaws 4 16 GB,Apevia X-Qber,,,,,,,,,,,,PowerColor AX7870 2GBD5-2DHPPV2E,,,,,
,,,,VisionTek PRO,,Acer UD100 16 GB,Apevia X-Qber,,,,,,,,,,,,Sapphire 100356L,,,,,
,,,,VisionTek 900831,,Acer Predator Apollo RGB 16 GB,NZXT H440 EnVyUs,,,,,,,,,,,,Gigabyte GV-R779OC-1GD,,,,,
,,,,VisionTek PRO,,Acer Predator Vesta RGB 16 GB,Silverstone FT01-B,,,,,,,,,,,,Asus HD7790-DC2OC-1GD5,,,,,
,,,,VisionTek 900990,,Patriot Viper RGB 16 GB,Silverstone FT01-B,,,,,,,,,,,,EVGA 02G-P4-3657-KR BOOST,,,,,
,,,,Seagate IronWolf NAS,,Patriot Viper RGB 32 GB,Silverstone FT01B-USB3.0,,,,,,,,,,,,Galaxy 65NPH7DN7WGU BOOST,,,,,
,,,,Seagate IronWolf NAS,,Patriot Viper Steel 32 GB,Silverstone FT01B-USB3.0,,,,,,,,,,,,Zotac ZT-61103-10M,,,,,
,,,,Seagate Nytro Enterprise,,Silicon Power XPOWER Zenith Gaming 8 GB,Silverstone FT01B-USB3.0,,,,,,,,,,,,PowerColor AX7970 3GBD5-2DHPV,,,,,
,,,,Seagate Nytro Enterprise,,Silicon Power XPOWER Turbine 32 GB,Anidees Crystal,,,,,,,,,,,,Sapphire 100352MAC,,,,,
,,,,Seagate Nytro Enterprise,,Silicon Power SP032GBLFU320B22 32 GB,Antec P9,,,,,,,,,,,,Asus GT620-1GD3-L-V2,,,,,
,,,,Seagate Nytro Enterprise,,Silicon Power SP032GBLFU320F22 32 GB,Jonsbo UMX4 Zone,,,,,,,,,,,,Sparkle 700024,,,,,
,,,,Samsung PM863,,TEAMGROUP T-Force Vulcan 8 GB,Aerocool VS-1,,,,,,,,,,,,XFX FX-777A-ZNJ4,,,,,
,,,,VisionTek 900912,,TEAMGROUP T-Force Vulcan 16 GB,Silverstone RV05B,,,,,,,,,,,,EVGA 03G-P4-2667-KR,,,,,
,,,,Intel D3-S4610,,G.Skill Trident Z5 RGB Splave Edition 32 GB,Silverstone RV05B,,,,,,,,,,,,EVGA 02G-P4-2668-KR,,,,,
,,,,Intel DC S4500,,G.Skill Trident Z5 64 GB,Anidees AI6V2,,,,,,,,,,,,Zotac ZT-61201-10M BOOST,,,,,
,,,,Intel DC S4500,,TEAMGROUP Night Hawk RGB Gen 2 32 GB,NOX Coolbay SX,,,,,,,,,,,,Sapphire 100352-4L,,,,,
,,,,Intel DC S4500,,TEAMGROUP Night Hawk RGB Gen 2 32 GB,NOX Coolbay ZX,,,,,,,,,,,,Galaxy 65IPH7HX7CNH,,,,,
,,,,Intel DC S3520,,TEAMGROUP T-Force Delta RGB 64 GB,NOX Coolbay ZX,,,,,,,,,,,,PNY VCGGTX650TBQXPB BOOST,,,,,
,,,,Hitachi Ultrastar,,Neo Forza MARS 32 GB,NOX Coolbay VX,,,,,,,,,,,,PNY VCGGTX650TBQXPB-OC BOOST,,,,,
,,,,Seagate EXOS Enterprise,,OLOy Blade RGB 32 GB,NOX Coolbay VX,,,,,,,,,,,,Galaxy 66INH7DV6KXZ,,,,,
,,,,Seagate Enterprise Capacity,,OLOy Blade RGB 32 GB,Deepcool LANDKING,,,,,,,,,,,,Zotac ZT-60206-10L,,,,,
,,,,HP Z Turbo Drive G2,,TEAMGROUP Elite 16 GB,Deepcool LANDKING V2,,,,,,,,,,,,HIS H799F6G4M,,,,,
,,,,HP Z Turbo Drive PCIe,,Timetec PINNACLE Konduit RGB 16 GB,RAIJINTEK Metis,,,,,,,,,,,,EVGA ACX,,,,,
,,,,SanDisk X600,,Timetec PINNACLE Konduit 32 GB,RAIJINTEK Metis,,,,,,,,,,,,EVGA Dual Classified ACX,,,,,
,,,,SanDisk X600,,GeIL Polaris RGB 32 GB,RAIJINTEK Metis,,,,,,,,,,,,PNY VCGGTX7803XPB,,,,,
,,,,Intel 545s,,TEAMGROUP T-Force DELTAα RGB 16 GB,RAIJINTEK Metis,,,,,,,,,,,,Galaxy 78NNH5DN00G0,,,,,
,,,,Intel DC P4101,,TEAMGROUP T-Create Expert 32 GB,SHARKOON DG7000,,,,,,,,,,,,MSI N780-3GD5,,,,,
,,,,Intel DC P4101,,Silicon Power XPOWER Zenith Gaming 32 GB,Raidmax Viper GX II,,,,,,,,,,,,Gigabyte GV-N780D5-3GD-B,,,,,
,,,,Intel Pro 7600p,,GeIL ORION V 16 GB,Lian Li PC-Q20,,,,,,,,,,,,Galaxy 77XPH6DV6KXZ,,,,,
,,,,Intel DC P3100,,TEAMGROUP TPD416G3200HC2201 16 GB,Lian Li PC-O9,,,,,,,,,,,,Asus GT640-1GD5-L,,,,,
,,,,Intel 320,,TEAMGROUP Elite Plus 8 GB,Lian Li PC-O9,,,,,,,,,,,,MSI N630-1GD3/LP,,,,,
,,,,Intel DC P4101,,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,Silverstone RL05,,,,,,,,,,,,EVGA 02G-P4-2681-KR,,,,,
,,,,Intel D3-S4510,,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,Rosewill GRAM,,,,,,,,,,,,MSI R7790-1GD5/OC,,,,,
,,,,Intel DC S3710,,G.Skill Ripjaws 32 GB,DAN Cases A4 SFX,,,,,,,,,,,,Sapphire 11196-15-40G,,,,,
,,,,Hitachi 0TS1303,,Kingston FURY Impact 16 GB,Silverstone RL06,,,,,,,,,,,,Sapphire 11196-17-40G,,,,,
,,,,Intel DC S3500,,Silicon Power SP008GBSFU320X02 8 GB,DIYPC DIY-J21,,,,,,,,,,,,Sapphire 11196-19-20G,,,,,
,,,,HP Y6P08AA,,Kingston FURY Impact 32 GB,DIYPC DIY-J21,,,,,,,,,,,,Sapphire 11197-11-40G,,,,,
,,,,Intel DC P4101,,G.Skill F3-10666CL9D-8GBSQ 8 GB,BitFenix Portal,,,,,,,,,,,,Sapphire 11199-16-20G,,,,,
,,,,Intel DC S3110,,Kingston KVR667D2D4F5/8G 8 GB,BitFenix Portal,,,,,,,,,,,,Sapphire 11200-07-20G,,,,,
,,,,Intel DC S3610,,G.Skill Ripjaws 16 GB,Azza Photios 250X,,,,,,,,,,,,Sapphire 11201-12-20G,,,,,
,,,,V7 S6000,,Mushkin Essentials 16 GB,Cooler Master MasterCase Pro 6,,,,,,,,,,,,Sapphire 11201-17-20G,,,,,
,,,,V7 S6000,,Silicon Power XPOWER Zenith Gaming 16 GB,Lian Li Odyssey,,,,,,,,,,,,Sapphire 11201-20-20G,,,,,
,,,,Hitachi Travelstar Z5K500,,Crucial CT2KIT102464BF160B 16 GB,Apevia X-Mirage,,,,,,,,,,,,Zotac ZT-60409-20L,,,,,
,,,,SanDisk CloudSpeed Ultra Gen. II,,Silicon Power SP004GBSFU266X02 4 GB,Apevia X-Mirage,,,,,,,,,,,,Jaton Video-PX658-DLP-EX,,,,,
,,,,SanDisk CloudSpeed Eco Gen. II,,TEAMGROUP T-Force Zeus 32 GB,SHARKOON DG7000-G,,,,,,,,,,,,EVGA 02G-P4-2661-KR,,,,,
,,,,Intel DC S3500,,Mushkin Essentials 16 GB,mean:it 4PM,,,,,,,,,,,,XFX FX-787A-CNAC,,,,,
,,,,Intel SSDSC2BA400G4P,,Kingston ValueRAM 8 GB,mean:it 4PM,,,,,,,,,,,,EVGA 04G-P4-2671-KR,,,,,
,,,,Samsung SM863,,Kingston ValueRAM 16 GB,In Win 303 ROG RGB Edition,,,,,,,,,,,,EVGA 04G-P4-2766-KR,,,,,
,,,,Intel DC S4500,,Kingston ValueRAM 2 GB,Anidees AI Crystal Cube,,,,,,,,,,,,Gigabyte GV-N630D3-2GL,,,,,
,,,,ADATA XPG SX8800 Pro,,Mushkin Essentials 4 GB,Logisys CS368BB,,,,,,,,,,,,Gigabyte GV-N640D5-1GL,,,,,
,,,,ADATA XPG SX8800 Pro,,Patriot Signature 8 GB,Azza Solaris 402S,,,,,,,,,,,,XFX FX-777A-ZNBR,,,,,
,,,,Silicon Power A55,,Crucial CT4K8G4DFS8213 32 GB,mean:it 5PM,,,,,,,,,,,,PNY VCGGTX7702XPB,,,,,
,,,,V7 S6000,,G.Skill Trident Z Royal 16 GB,mean:it 5PM,,,,,,,,,,,,Galaxy 78XNH5DN8MSU,,,,,
,,,,V7 S6000,,Mushkin Proline 32 GB,mean:it 5PM,,,,,,,,,,,,Jaton Video-PX610GT-LX,,,,,
,,,,Integral UltimaPro X2,,Mushkin Proline 16 GB,Enermax Ostrog ADV,,,,,,,,,,,,Zotac ZT-60209-10L,,,,,
,,,,Integral UltimaPro X2,,Kingston ValueRAM 2 GB,Aerocool Aero-500,,,,,,,,,,,,Galaxy 78XNH5DV8PXV,,,,,
,,,,Timetec MTFDDAV480MBF,,Corsair XMS2 2 GB,Aerocool Aero-500 - B,,,,,,,,,,,,Zotac ZT-61011-10M,,,,,
,,,,Toshiba XG3,,G.Skill Ripjaws 4 GB,Aerocool Aero-500 - BC,,,,,,,,,,,,EVGA Dual FTW ACX,,,,,
,,,,Toshiba HDEPS10GEA51F,,Mushkin Essentials 4 GB,Aerocool Aero-500,,,,,,,,,,,,PowerColor AX7850 1GBD5-S3DH,,,,,
,,,,Lenovo 5300,,Crucial CT51264BF160B 4 GB,Aerocool Aero-500 - B,,,,,,,,,,,,Zotac ZT-60207-20L,,,,,
,,,,Lenovo 5300,,G.Skill Ripjaws 8 GB,Aerocool Aero-500 - BC,,,,,,,,,,,,MSI R7950-3GD5/OC BE,,,,,
,,,,VisionTek PRO,,G.Skill Ripjaws 8 GB,Aerocool Aero-500 - C,,,,,,,,,,,,VisionTek Radeon HD 7790 1GB,,,,,
,,,,VisionTek PRO XMN,,Crucial CT2K16G4SFD8213 32 GB,Aerocool Aero-500 - BC,,,,,,,,,,,,Palit Super JetStream,,,,,
,,,,VisionTek PRO XPN,,Kingston ValueRAM 16 GB,Aerocool Aero-500 - BC,,,,,,,,,,,,HIS H779FT1GD,,,,,
,,,,VisionTek PRO XPN,,Corsair Vengeance 8 GB,Aerocool Aero-500 - C,,,,,,,,,,,,XFX R9-290X ENFC,,,,,
,,,,VisionTek PRO XPN,,Corsair Vengeance Performance 8 GB,Aerocool Aero-500 - BC,,,,,,,,,,,,Sapphire Tri-X Toxic,,,,,
,,,,VisionTek PRO HXS,,Kingston KVR26S19D8/16 16 GB,Aerocool Aero-500 - C,,,,,,,,,,,,Sapphire Tri-X Toxic,,,,,
,,,,VisionTek PRO HXS,,G.Skill Trident Z Royal 64 GB,Aerocool Aero-500 - BC,,,,,,,,,,,,Sapphire Vapor-X,,,,,
,,,,VisionTek PRO HXS,,Kingston KCP426SS6/4 4 GB,Nanoxia CoolForce 1,,,,,,,,,,,,Gigabyte WINDFORCE,,,,,
,,,,VisionTek PRO HXS,,Kingston Server Premier 8 GB,DIYPC Illusion I,,,,,,,,,,,,PowerColor AXR9 270X 2GBD5-DH/OC,,,,,
,,,,VisionTek PRO XMN,,Mushkin Redline 32 GB,Silverstone RL06,,,,,,,,,,,,HIS IceQ X²,,,,,
,,,,VisionTek PRO ECS,,Mushkin Redline 64 GB,Lian Li PC-O8X,,,,,,,,,,,,HIS IceQ X²,,,,,
,,,,VisionTek PRO ECS,,TEAMGROUP Elite 16 GB,Apevia X-Harmony,,,,,,,,,,,,HIS IceQ X²,,,,,
,,,,VisionTek PRO ECS,,PROXMEM KERBEROS 32 GB,In Win D-FRAME MINI,,,,,,,,,,,,Gigabyte GV-R726XOC-2GD,,,,,
,,,,Seagate IronWolf 510,,GeIL ORION V RGB 32 GB,In Win S-FRAME,,,,,,,,,,,,Gigabyte WINDFORCE,,,,,
,,,,Zotac 10 Year Anniversary SONIX,,Crucial CT12864AC800 1 GB,Raidmax ATX-404WU,,,,,,,,,,,,MSI R7 250 1GD5 OC,,,,,
,,,,Transcend TS8GPSD520,,Kingston Value 1 GB,Raidmax ATX-404WU,,,,,,,,,,,,PowerColor TurboDuo,,,,,
,,,,Intel DC P4801X,,Kingston ValueRAM 2 GB,Lian Li PC-V33,,,,,,,,,,,,XFX R7-240A-CLF2,,,,,
,,,,Centon MP Essential,,Kingston KVR533D2SO/1GR 1 GB,In Win D-FRAME MINI,,,,,,,,,,,,XFX R7-250A-ZNF4,,,,,
,,,,Centon MP Essential,,Mushkin 991643 2 GB,In Win G7,,,,,,,,,,,,Sapphire 100368L R7 250,,,,,
,,,,Centon MP Essential,,Corsair CMSO8GX3M1A1333C9 8 GB,Thermaltake Urban S21,,,,,,,,,,,,VisionTek 900649,,,,,
,,,,Centon MP Essential,,Mushkin Essentials 8 GB,Silverstone SG03B-F,,,,,,,,,,,,HIS H240F2G,,,,,
,,,,Addlink X70,,Mushkin Essentials 4 GB,Silverstone TJ08B-E,,,,,,,,,,,,HIS H250F1G,,,,,
,,,,TEAMGROUP T-Force Cardea Zero Z340,,Mushkin Essentials 16 GB,Enermax OSTROG Lite,,,,,,,,,,,,HIS H250FS2G,,,,,
,,,,Angelbird WRK XT,,Corsair XMS3 8 GB,SHARKOON AM5,,,,,,,,,,,,HIS H250Q1G,,,,,
,,,,Angelbird WRK XT,,Kingston KVR16S11K2/16 16 GB,SHARKOON AM5,,,,,,,,,,,,HIS IceQ X²,,,,,
,,,,Angelbird WRK XT,,Corsair ValueSelect 8 GB,SHARKOON AM5,,,,,,,,,,,,EVGA 02G-P4-3063-KR,,,,,
,,,,Angelbird WRK XT,,Samsung M471B5273DH0-CK0 4 GB,Rosewill Orbit-Z1,,,,,,,,,,,,Galaxy 77XPH6DV6KTZ,,,,,
,,,,Angelbird ED381,,IBM 00D4955 4 GB,In Win EN028.TH350B,,,,,,,,,,,,Jaton Video-PX658-DLP-LX,,,,,
,,,,Angelbird ED381,,Samsung M393B2G70BH0-YH9 16 GB,Enermax GraceMESH,,,,,,,,,,,,MSI N650-MD1GD5/OC BOM,,,,,
,,,,Angelbird ED381,,Patriot Extreme Performance 32 GB,Enermax GraceMESH,,,,,,,,,,,,PNY VCGGTX7602XPB-OC,,,,,
,,,,Angelbird ED381,,Crucial CT16G3ERSLD41339 16 GB,LDLC MX-1,,,,,,,,,,,,HIS H290XF4GD,,,,,
,,,,Angelbird ED381,,Kingston KVR13R9D4/16 16 GB,LDLC MX-1,,,,,,,,,,,,Asus DirectCU II,,,,,
,,,,Angelbird AV PRO MK3,,Mushkin Essentials 8 GB,Streacom BC1,,,,,,,,,,,,XFX R9290AENFC,,,,,
,,,,Angelbird AV PRO MK3,,Patriot Viper 4 8 GB,Nanoxia Rexgear 1,,,,,,,,,,,,PowerColor AXR9 290 4GBD5-MDH/OC,,,,,
,,,,Angelbird AV PRO MK3,,G.Skill Ripjaws 4 GB,Nanoxia Rexgear 1,,,,,,,,,,,,Asus GTX780TI-3GD5,,,,,
,,,,Angelbird AV PRO XT,,G.Skill Ripjaws 16 GB,Nanoxia Rexgear 1,,,,,,,,,,,,PNY VCGGTX780T3XPB,,,,,
,,,,Angelbird AV PRO XT,,G.Skill Ripjaws 16 GB,In Win D-FRAME MINI,,,,,,,,,,,,Gigabyte GV-N78TD5-3GD-B,,,,,
,,,,Angelbird AV PRO XT,,G.Skill Trident Z 16 GB,GamerChief HYVE,,,,,,,,,,,,Club 3D CGAX-4872DDO,,,,,
,,,,Biostar M500,,Corsair Vengeance RGB 32 GB,Chieftec FI-01B-U3,,,,,,,,,,,,Club 3D royalKing,,,,,
,,,,Synology SAT5200,,Corsair Dominator Platinum 32 GB,Chieftec FI-01B-U3,,,,,,,,,,,,Club 3D royalKing,,,,,
,,,,Synology SAT5200,,Crucial CT102464BF186D 8 GB,DIYPC Model X,,,,,,,,,,,,Club 3D royalKing,,,,,
,,,,Silicon Power UD70,,G.Skill Ripjaws V 64 GB,Lian Li PC-Q50,,,,,,,,,,,,PowerColor AX7870 2GBD5-M2DH,,,,,
,,,,Apacer AS2280Q4,,Corsair CMSX4GX4M1A2400C16 4 GB,Cooler Master MasterBox MB511,,,,,,,,,,,,Gigabyte WINDFORCE,,,,,
,,,,Apacer AST220,,G.Skill Trident Z 32 GB,RAIJINTEK ASTERION PLUS,,,,,,,,,,,,Sapphire Dual-X,,,,,
,,,,Apacer AST220,,TEAMGROUP T-Force Xtreem 16 GB,Silverstone FTZ01-E,,,,,,,,,,,,XFX R7-250A-ZLF4,,,,,
,,,,Apacer AS510S ProII,,G.Skill Trident Z 16 GB,In Win 101C PRGB2,,,,,,,,,,,,PowerColor AX7790 1GBD5-DH/OC,,,,,
,,,,Apacer AS510S ProII,,G.Skill Trident Z 16 GB,Rosewill CULLINAN PX,,,,,,,,,,,,PowerColor AX7790 1GBD5-DHV2/OC,,,,,
,,,,Apacer AS510S ProII,,G.Skill Trident Z 16 GB,Cougar Pioneer-X,,,,,,,,,,,,HIS IceQ X²,,,,,
,,,,Apacer PPSS25,,G.Skill Trident Z Royal 32 GB,Zalman X7,,,,,,,,,,,,HIS IceQ X²,,,,,
,,,,Apacer PPSS25,,Kingston HyperX Impact 8 GB,Enermax EQUILENCE,,,,,,,,,,,,HIS IceQ X²,,,,,
,,,,Apacer PPSS80,,TEAMGROUP T-Force Dark Z 64 GB,AvP Hyperion EV33,,,,,,,,,,,,PowerColor AXR9 270 2GBD5-DH/OC,,,,,
,,,,Apacer PPSS80,,TEAMGROUP T-Force Xtreem ARGB 64 GB,DIYPC DIY-Line-RGB,,,,,,,,,,,,MSI N760 2GD5/OC,,,,,
,,,,Apacer PPSS80,,G.Skill Trident Z Royal 32 GB,Cooltek MT-03,,,,,,,,,,,,Gigabyte WINDFORCE,,,,,
,,,,Apacer PPSS80,,Kingston Server Premier 8 GB,Thermaltake Commander C32 TG ARGB,,,,,,,,,,,,PowerColor PCS+,,,,,
,,,,Apacer PP3480,,Kingston Server Premier 16 GB,Azza Cube 802,,,,,,,,,,,,Diamond R9270XD52GXOC,,,,,
,,,,Apacer PP3480,,Mushkin Redline 32 GB,Raidmax Magnus,,,,,,,,,,,,Asus DirectCU II,,,,,
,,,,Apacer PP3480,,Mushkin Redline Lumina 16 GB,Antec GX330,,,,,,,,,,,,Sapphire 100362BF4SR,,,,,
,,,,Apacer PP3480,,Mushkin Silverline 16 GB,HEC HX310,,,,,,,,,,,,Zotac ZT-70205-10P,,,,,
,,,,Apacer PP3480,,Mushkin Silverline 4 GB,GameMax Gamboge,,,,,,,,,,,,Gigabyte GV-N65TOC-2GI REV2.0,,,,,
,,,,Neo Forza NFS10,,Mushkin Silverline 8 GB,GameMax Phantom,,,,,,,,,,,,Gigabyte WINDFORCE,,,,,
,,,,ADATA XPG GAMMIX S5,,Mushkin Silverline 16 GB,GameMax Saber,,,,,,,,,,,,PNY VCGGTX7702XPB-CG,,,,,
,,,,Seagate IronWolf NAS,,Mushkin Silverline 32 GB,DIYPC Mirage-ARGB,,,,,,,,,,,,Zotac ZT-61106-10M,,,,,
,,,,Mushkin SOURCE 2,,G.Skill Trident Z Royal Elite 64 GB,Antec GX202,,,,,,,,,,,,Sapphire Dual-X,,,,,
,,,,Mushkin SOURCE 2,,G.Skill Trident Z Royal Elite 64 GB,RAIJINTEK 0R20B00158,,,,,,,,,,,,Asus R9290-4GD5,,,,,
,,,,Mushkin SOURCE 2 LT,,G.Skill Trident Z Royal Elite 64 GB,RAIJINTEK METIS EVO TGS,,,,,,,,,,,,Asus R9290X-4GD5,,,,,
,,,,Mushkin SOURCE 2,,Silicon Power SP004GBLFU213N02 4 GB,RAIJINTEK METIS EVO ALS,,,,,,,,,,,,Diamond 7750PE51GV,,,,,
,,,,Mushkin SOURCE 2,,Silicon Power SP032GBLVU480F02 32 GB,RAIJINTEK METIS EVO ALS,,,,,,,,,,,,Diamond 7770PE51GV,,,,,
,,,,Mushkin SOURCE 2,,Corsair XMS2 DHX 4 GB,In Win 905-SILOLED,,,,,,,,,,,,Diamond R7240D32G,,,,,
,,,,Mushkin SOURCE 2,,Corsair VS2GBKIT667D2 2 GB,Silverstone SG13 V2,,,,,,,,,,,,Diamond R7240D32GXOC,,,,,
,,,,Mushkin SOURCE 2 DELUXE,,Crucial CT2CP25672AA667 4 GB,Raidmax Monster II SE,,,,,,,,,,,,Diamond R7250D51GXOC,,,,,
,,,,Toshiba N300,,Crucial CT2KIT25664BA1067 4 GB,SilentiumPC Regnum RG4T RGB,,,,,,,,,,,,Diamond R9270XD52GXOCV2,,,,,
,,,,Toshiba X300,,Patriot Sector 5 4 GB,Cougar TROFEO,,,,,,,,,,,,Diamond R9280XD53G,,,,,
,,,,TEAMGROUP T-Force Cardea II TUF Gaming Alliance,,Patriot PSD32G13332 2 GB,Cougar MX410 Mesh,,,,,,,,,,,,Diamond R9290D54G,,,,,
